a,b,c,d,f,q,i,s,u,x,total_graded_students,total_students,total_surveys,surveys_completed,pending_surveys,course_assignments,expected_1,expected_2,expected_3,objectives_1,objectives_2,objectives_3,objectives_4,critical_thinking_1,critical_thinking_2,critical_thinking_3,critical_thinking_4,organization_1,organization_2,organization_3,organization_4,diverse_1,diverse_2,diverse_3,diverse_4,diverse_5,diverse_0,feedback_1,feedback_2,feedback_3,feedback_4,feedback_5,feedback_6,year,subject_code,course_number,campus_code,professor_name,a%,b%,c%,d%,f%,q%,i%,s%,u%,x%,mean_gpa,q_gpa,mean_expected,mean_objectives,mean_critical_thinking,mean_organization,mean_diverse,mean_feedback
35,15,6,1,0,1,0,0,0,0,57,58,57,26,31,4,0,3,23,0,4,4,18,1,2,8,15,0,2,4,20,1,1,2,9,12,1,1,0,4,4,10,7,2021,ARAB,202,1,Salah Ayari,60.345,25.862,10.345,1.724,0.0,1.724,0.0,0.0,0.0,0.0,3.474,3.422,2.885,3.538,3.423,3.692,4.2,4.654
24,3,0,0,0,0,0,0,0,0,27,27,27,14,13,3,0,0,14,0,1,2,11,0,2,3,9,0,1,2,11,3,0,0,4,7,0,0,0,2,1,1,10,2020,ARAB,221,1,Salah Ayari,88.889,11.111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.889,3.889,3.0,3.714,3.5,3.714,3.857,5.357
14,6,0,0,1,0,0,0,0,0,21,21,21,2,19,2,0,0,2,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,2021,ARAB,301,1,Salah Ayari,66.667,28.571,0.0,0.0,4.762,0.0,0.0,0.0,0.0,0.0,3.524,3.524,3.0,3.5,3.5,3.5,3.5,4.5
11,6,1,0,0,0,0,0,0,0,18,18,18,1,17,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2021,ARAB,302,1,Salah Ayari,61.111,33.333,5.556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.556,3.556,3.0,4.0,3.0,4.0,5.0,5.0
15,10,2,0,0,0,0,0,0,0,27,27,27,13,14,2,0,2,11,0,0,4,9,0,0,6,7,0,0,4,9,0,0,1,3,8,1,0,0,0,4,4,5,2021,ARAB,323,1,Salah Ayari,55.556,37.037,7.407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.481,3.481,2.846,3.692,3.538,3.692,4.583,5.077
15,3,0,1,0,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,ARAB,485,1,Salah Ayari,78.947,15.789,0.0,5.263,0.0,0.0,0.0,0.0,0.0,0.0,3.684,3.684,0.0,0.0,0.0,0.0,0.0,0.0
12,19,25,10,3,17,0,0,0,0,69,86,69,13,56,1,0,7,6,1,3,4,5,0,3,2,8,0,3,2,8,0,3,4,2,2,2,1,3,4,3,2,0,2022,MEEN,221,1,Salar Taghizadeh,13.953,22.093,29.07,11.628,3.488,19.767,0.0,0.0,0.0,0.0,2.391,2.017,2.462,3.0,3.385,3.385,3.273,3.154
75,7,0,0,0,0,0,0,0,0,82,82,82,28,54,3,0,1,27,1,0,2,25,0,2,7,19,0,1,2,25,5,0,0,7,16,0,1,0,0,1,10,16,2021,HLTH,333,1,Sally A. Klimek,91.463,8.537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.915,3.915,2.964,3.821,3.607,3.857,4.036,5.393
178,24,4,2,0,1,0,0,0,0,208,209,208,61,147,2,0,0,61,0,1,7,53,0,6,11,44,0,0,3,58,0,0,2,11,48,0,3,0,4,5,21,28,2022,HLTH,334,1,Sally A. Klimek,85.167,11.483,1.914,0.957,0.0,0.478,0.0,0.0,0.0,0.0,3.817,3.801,3.0,3.852,3.623,3.951,4.754,5.049
35,3,1,0,1,2,0,0,0,0,40,42,40,11,29,2,0,0,11,0,0,2,9,0,2,3,6,0,0,3,8,0,0,2,3,5,1,0,0,0,0,3,8,2020,ENGL,210,1,Sally A. Schutz,83.333,7.143,2.381,0.0,2.381,4.762,0.0,0.0,0.0,0.0,3.775,3.619,3.0,3.818,3.364,3.727,4.3,5.727
1017,952,609,164,46,507,4,0,0,0,2788,3299,2793,1653,1140,18,32,283,1338,91,244,514,804,12,76,445,1120,50,207,654,742,75,107,349,579,415,128,314,92,290,454,283,220,2020,FINC,341,1,Sally Guyton,30.828,28.857,18.46,4.971,1.394,15.368,0.121,0.0,0.0,0.0,2.979,2.598,2.79,3.229,3.617,3.263,3.755,3.581
27,7,5,0,1,1,0,0,0,0,40,41,40,35,5,2,0,9,26,1,0,9,25,0,2,7,26,0,0,5,30,6,2,1,10,16,0,0,0,1,6,12,16,2020,ENGL,303,1,Sally Robinson,65.854,17.073,12.195,0.0,2.439,2.439,0.0,0.0,0.0,0.0,3.475,3.402,2.743,3.657,3.686,3.857,3.8,5.229
67,23,4,1,1,1,0,0,0,0,96,97,96,84,12,2,0,5,79,1,1,15,67,1,2,24,57,0,0,10,74,4,1,0,16,62,1,4,1,4,18,31,26,2022,ENGL,374,1,Sally Robinson,69.072,23.711,4.124,1.031,1.031,1.031,0.0,0.0,0.0,0.0,3.604,3.572,2.94,3.762,3.631,3.881,4.578,4.774
13,4,2,0,0,0,0,0,0,0,19,19,19,14,5,1,0,0,14,0,0,2,12,0,0,4,10,0,0,3,11,0,0,0,1,13,0,0,0,0,1,4,9,2021,ENGL,474,1,Sally Robinson,68.421,21.053,10.526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.579,3.579,3.0,3.857,3.714,3.786,4.929,5.571
9,3,1,0,0,0,0,0,0,0,13,13,13,13,0,1,0,2,11,0,0,2,11,0,0,1,12,0,0,1,12,0,0,0,5,8,0,0,0,0,3,4,6,2022,ENGL,481,1,Sally Robinson,69.231,23.077,7.692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.615,3.615,2.846,3.846,3.923,3.923,4.615,5.231
10,0,0,0,0,0,0,0,0,0,10,10,10,8,2,1,0,0,8,0,1,0,7,0,0,2,6,0,1,0,7,0,1,0,2,5,0,1,0,1,0,2,4,2021,ENGL,602,1,Sally Robinson,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,3.75,3.75,3.75,4.375,4.75
12,6,5,0,0,1,0,0,0,0,23,24,23,21,2,1,0,0,21,0,1,2,18,0,1,6,14,0,0,3,18,0,0,1,6,14,0,0,0,2,4,9,6,2022,WGST,374,1,Sally Robinson,50.0,25.0,20.833,0.0,0.0,4.167,0.0,0.0,0.0,0.0,3.304,3.188,3.0,3.81,3.619,3.857,4.619,4.905
19,15,2,1,1,0,0,0,0,0,38,38,38,12,26,1,0,4,8,0,1,6,5,0,0,5,7,0,4,3,5,0,0,1,6,5,0,0,0,2,3,3,4,2022,BAEN,340,1,Salvatore Calabrese,50.0,39.474,5.263,2.632,2.632,0.0,0.0,0.0,0.0,0.0,3.316,3.316,2.667,3.333,3.583,3.083,4.333,4.75
9,14,3,0,1,0,0,0,0,0,27,27,27,8,19,2,0,2,6,0,0,2,6,0,0,3,5,0,1,4,3,0,0,0,3,3,2,0,0,0,1,2,5,2021,BAEN,460,1,Salvatore Calabrese,33.333,51.852,11.111,0.0,3.704,0.0,0.0,0.0,0.0,0.0,3.111,3.111,2.75,3.75,3.625,3.25,4.5,5.5
39,1,0,0,0,0,0,0,0,0,40,40,40,19,21,2,0,0,19,0,0,1,18,0,0,3,16,0,0,4,15,0,0,1,6,11,1,1,0,0,2,9,7,2021,BAEN,672,1,Salvatore Calabrese,97.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.975,3.975,3.0,3.947,3.842,3.789,4.556,5.053
22,1,0,0,0,0,0,0,0,0,23,23,23,14,9,2,0,0,14,0,0,4,10,0,0,7,7,0,0,2,12,1,0,0,2,8,3,0,0,0,1,4,9,2021,BAEN,673,1,Salvatore Calabrese,95.652,4.348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.957,3.957,3.0,3.714,3.5,3.857,4.455,5.571
177,1,0,0,0,0,0,0,0,0,178,178,178,65,113,1,0,1,64,2,3,8,52,6,18,21,20,0,3,13,49,1,1,12,16,21,14,11,0,3,14,9,28,2022,ACCT,321,1,Sam Ranzilla,99.438,0.562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.994,3.994,2.985,3.692,2.846,3.708,4.078,4.446
40,62,15,2,0,7,0,0,0,0,119,126,119,45,74,5,0,7,38,0,0,10,35,0,0,9,36,0,0,14,31,0,0,1,12,30,2,0,0,2,5,19,19,2021,ACCT,407,1,Sam Ranzilla,31.746,49.206,11.905,1.587,0.0,5.556,0.0,0.0,0.0,0.0,3.176,3.028,2.844,3.778,3.8,3.689,4.674,5.222
35,47,1,0,0,0,0,0,0,0,83,83,83,41,42,3,1,5,35,0,4,7,30,0,1,6,34,0,3,4,34,1,1,3,9,24,3,0,0,6,11,11,13,2021,ACCT,607,1,Sam Ranzilla,42.169,56.627,1.205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.41,3.41,2.829,3.634,3.805,3.756,4.421,4.756
1117,889,569,150,78,201,4,0,0,0,2803,3008,2808,2517,291,131,6,174,2337,20,135,967,1395,8,172,1072,1265,12,99,731,1675,96,61,425,1116,706,113,77,30,223,701,887,599,2020,BIOL,111,1,Samantha A. Fletcher,37.134,29.555,18.916,4.987,2.593,6.682,0.133,0.0,0.0,0.0,3.005,2.837,2.926,3.485,3.428,3.617,3.946,4.624
10,5,5,2,1,0,1,0,0,0,23,24,24,8,16,1,0,0,8,0,0,1,7,0,0,3,5,0,0,1,7,0,0,0,2,5,1,0,0,0,1,5,2,2022,BIOL,213,1,Samantha A. Fletcher,41.667,20.833,20.833,8.333,4.167,0.0,4.167,0.0,0.0,0.0,2.913,2.913,3.0,3.875,3.625,3.875,4.714,5.125
185,18,1,0,2,1,0,0,0,0,206,207,206,22,184,6,0,1,21,0,2,6,14,1,2,4,15,1,0,3,18,2,0,0,5,15,0,1,0,0,4,10,7,2021,AERS,201,1,Samantha A. Giebel,89.372,8.696,0.483,0.0,0.966,0.483,0.0,0.0,0.0,0.0,3.864,3.848,2.955,3.545,3.5,3.727,4.409,4.955
74,1,0,0,0,0,0,0,0,0,75,75,75,12,63,4,0,0,12,0,0,0,12,0,1,3,8,0,0,3,9,0,0,0,1,10,1,0,0,0,0,7,5,2022,AERS,303,1,Samantha A. Giebel,98.667,1.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.987,3.987,3.0,4.0,3.583,3.75,4.909,5.417
239,65,15,2,3,7,0,0,0,0,324,331,324,88,236,3,0,13,75,1,9,21,57,2,20,27,39,1,6,13,68,2,0,2,36,48,0,18,7,13,13,19,18,2021,HLTH,342,1,Samantha Ortega,72.205,19.637,4.532,0.604,0.906,2.115,0.0,0.0,0.0,0.0,3.651,3.585,2.852,3.523,3.17,3.682,4.455,3.705
6,22,18,2,1,1,0,0,0,0,49,50,49,20,29,1,0,1,19,0,0,4,16,0,2,6,12,0,1,3,16,1,0,0,9,10,0,2,0,2,6,3,7,2022,POLS,206,1,Samee Lashari,12.0,44.0,36.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,2.612,2.57,2.95,3.8,3.5,3.75,4.35,4.45
9,6,4,0,0,0,0,0,0,0,19,19,19,5,14,1,0,0,5,0,1,2,2,0,0,2,3,0,1,2,2,0,0,0,3,2,0,0,0,1,2,1,1,2022,POLS,207,1,Samee Lashari,47.368,31.579,21.053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.263,3.263,3.0,3.2,3.6,3.2,4.4,4.4
54,69,23,2,4,7,0,0,0,0,152,159,152,134,18,2,2,22,110,4,19,61,50,1,11,56,66,4,13,55,62,3,4,27,52,28,20,11,3,27,46,27,20,2021,STAT,302,1,Samiran Sinha,33.962,43.396,14.465,1.258,2.516,4.403,0.0,0.0,0.0,0.0,3.099,2.984,2.806,3.172,3.396,3.306,3.86,4.007
3,11,0,0,0,0,0,0,0,0,14,14,14,11,3,2,0,0,11,0,1,3,7,0,1,5,5,0,0,3,8,0,0,2,3,4,2,0,0,1,3,4,3,2020,STAT,445,1,Samiran Sinha,21.429,78.571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.214,3.214,3.0,3.545,3.364,3.727,4.222,4.818
5,9,6,0,0,1,0,0,0,0,20,21,20,17,3,3,0,2,15,0,0,6,11,0,1,6,10,0,1,2,14,0,1,2,5,8,1,0,0,1,6,6,4,2020,STAT,459,1,Samiran Sinha,23.81,42.857,28.571,0.0,0.0,4.762,0.0,0.0,0.0,0.0,2.95,2.833,2.882,3.647,3.529,3.765,4.25,4.765
67,15,0,0,3,4,0,0,0,0,85,89,85,76,9,5,1,7,68,0,3,26,47,0,3,28,45,2,11,27,36,1,1,16,27,28,3,0,0,9,28,23,16,2020,STAT,645,1,Samiran Sinha,75.281,16.854,0.0,0.0,3.371,4.494,0.0,0.0,0.0,0.0,3.682,3.539,2.882,3.579,3.553,3.276,4.096,4.605
93,42,5,4,1,6,0,0,0,0,145,151,145,104,41,6,1,12,91,0,3,21,80,0,0,30,74,0,4,35,65,6,3,16,32,33,14,0,2,11,27,36,28,2020,STAT,659,1,Samiran Sinha,61.589,27.815,3.311,2.649,0.662,3.974,0.0,0.0,0.0,0.0,3.531,3.411,2.865,3.74,3.712,3.587,3.922,4.74
60,23,2,0,0,2,0,0,0,0,85,87,85,49,36,2,4,23,22,1,8,20,20,0,9,25,15,8,17,17,7,0,1,8,20,18,2,3,1,13,11,13,8,2022,EHRD,203,1,Samiullah Jabarkhail,68.966,26.437,2.299,0.0,0.0,2.299,0.0,0.0,0.0,0.0,3.682,3.609,2.367,3.204,3.122,2.469,4.17,4.102
10,30,24,0,0,6,0,0,0,0,64,70,64,26,38,2,3,14,9,3,3,11,9,0,5,10,11,7,11,5,3,1,3,7,8,2,5,4,5,6,6,3,2,2020,EHRD,391,1,Samiullah Jabarkhail,14.286,42.857,34.286,0.0,0.0,8.571,0.0,0.0,0.0,0.0,2.781,2.586,2.231,3.0,3.231,2.154,3.333,3.192
44,8,2,0,0,0,0,0,0,0,54,54,54,14,40,1,0,1,13,0,0,6,8,0,2,6,6,0,0,1,13,0,0,0,5,9,0,0,0,1,6,2,5,2022,ISEN,330,1,Samuel A. Bonet Olivencia,81.481,14.815,3.704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.778,3.778,2.929,3.571,3.286,3.929,4.643,4.786
78,47,15,4,0,2,0,0,0,0,144,146,144,122,22,6,0,4,118,0,2,25,95,0,4,45,73,0,3,42,77,7,2,14,50,36,13,0,0,6,25,60,31,2020,BMEN,482,1,Samuel B. Mabbott,53.425,32.192,10.274,2.74,0.0,1.37,0.0,0.0,0.0,0.0,3.382,3.342,2.967,3.762,3.566,3.607,3.972,4.951
6,0,0,0,1,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021,BMEN,491,1,Samuel B. Mabbott,85.714,0.0,0.0,0.0,14.286,0.0,0.0,0.0,0.0,0.0,3.429,3.429,0.0,0.0,0.0,0.0,0.0,0.0
51,5,0,0,0,0,0,0,0,0,56,56,56,48,8,3,0,8,40,1,4,11,32,1,4,14,29,0,1,16,31,0,0,4,12,32,0,0,0,4,5,24,15,2020,BMEN,682,1,Samuel B. Mabbott,91.071,8.929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.911,3.911,2.833,3.542,3.479,3.625,4.583,5.042
4,0,2,0,2,0,0,0,0,0,8,8,8,3,5,1,0,0,3,0,0,0,3,0,0,1,2,0,0,0,3,1,0,0,1,1,0,0,0,0,1,1,1,2021,AGEC,105,1,Samuel D. Zapata Raudale,50.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,3.0,4.0,3.667,4.0,3.333,5.0
11,6,1,1,0,2,0,0,0,0,19,21,19,6,13,2,1,2,3,1,0,1,4,1,1,1,3,2,2,1,1,1,0,0,2,2,1,3,0,0,1,0,2,2021,PETE,406,1,Samuel F. Noynaert,52.381,28.571,4.762,4.762,0.0,9.524,0.0,0.0,0.0,0.0,3.421,3.143,2.333,3.333,3.0,2.167,3.8,3.167
360,38,4,1,3,7,0,0,0,0,406,413,406,147,259,12,0,7,140,2,1,40,104,0,9,69,69,0,4,24,119,5,0,18,52,63,9,1,1,4,36,58,47,2021,GEOL,207,1,Samuel H. Neely,87.167,9.201,0.969,0.242,0.726,1.695,0.0,0.0,0.0,0.0,3.85,3.793,2.952,3.673,3.408,3.782,4.217,4.973
59,45,6,1,3,2,1,0,0,0,114,117,115,58,57,6,0,7,51,1,1,4,52,0,4,17,37,1,5,20,32,5,0,7,17,26,3,0,0,3,7,17,31,2020,ARTS,212,1,Samuel H. Woodfin,50.427,38.462,5.128,0.855,2.564,1.709,0.855,0.0,0.0,0.0,3.368,3.319,2.879,3.845,3.569,3.431,4.073,5.31
13,4,0,1,0,0,0,0,0,0,18,18,18,9,9,1,0,0,9,0,0,0,9,0,1,2,6,0,0,2,7,1,0,0,3,2,3,0,0,0,0,1,8,2020,ARTS,305,1,Samuel H. Woodfin,72.222,22.222,0.0,5.556,0.0,0.0,0.0,0.0,0.0,0.0,3.611,3.611,3.0,4.0,3.556,3.778,3.833,5.889
42,1,0,0,0,2,0,0,0,0,43,45,43,16,27,2,0,2,14,0,0,0,16,0,0,2,14,0,2,4,10,4,0,0,4,5,3,0,0,0,0,3,13,2021,ARTS,315,1,Samuel H. Woodfin,93.333,2.222,0.0,0.0,0.0,4.444,0.0,0.0,0.0,0.0,3.977,3.822,2.875,4.0,3.875,3.5,3.462,5.812
69,13,2,0,5,9,1,0,0,0,89,99,89,32,57,4,0,3,29,0,1,1,30,0,1,8,23,0,1,8,23,0,0,1,7,24,0,0,0,1,1,4,26,2020,ARTS,325,1,Samuel H. Woodfin,69.697,13.131,2.02,0.0,5.051,9.091,1.01,0.0,0.0,0.0,3.584,3.301,2.906,3.906,3.688,3.688,4.719,5.719
11,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,ARTS,485,1,Samuel H. Woodfin,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
21,5,0,1,0,0,0,0,0,0,27,27,27,6,21,1,0,0,6,0,0,3,3,0,1,5,0,0,0,2,4,0,0,0,4,2,0,0,0,0,0,2,4,2021,CARC,311,1,Samuel H. Woodfin,77.778,18.519,0.0,3.704,0.0,0.0,0.0,0.0,0.0,0.0,3.704,3.704,3.0,3.5,2.833,3.667,4.333,5.667
21,5,0,1,0,0,0,0,0,0,27,27,27,5,22,1,0,0,5,0,0,1,4,0,0,3,2,0,0,1,4,0,0,1,2,2,0,0,0,0,1,0,4,2021,CARC,331,1,Samuel H. Woodfin,77.778,18.519,0.0,3.704,0.0,0.0,0.0,0.0,0.0,0.0,3.704,3.704,3.0,3.8,3.4,3.8,4.2,5.6
6,0,0,0,0,0,0,0,0,0,6,6,6,1,5,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2021,VIZA,689,1,Samuel H. Woodfin,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,3.0,3.0,3.0,0.0,4.0
70,64,44,10,3,6,0,0,0,0,191,197,191,108,83,2,1,1,106,1,2,22,83,0,3,22,83,0,2,9,97,8,3,21,27,33,16,1,0,9,30,25,43,2020,MATH,251,1,Samuel Harris,35.533,32.487,22.335,5.076,1.523,3.046,0.0,0.0,0.0,0.0,2.984,2.909,2.972,3.731,3.741,3.88,3.804,4.917
7,14,10,1,0,1,0,0,0,0,32,33,32,17,15,1,0,0,17,0,0,4,13,0,0,2,15,0,0,2,15,0,0,1,2,9,5,1,0,0,3,5,8,2022,MATH,323,1,Samuel Harris,21.212,42.424,30.303,3.03,0.0,3.03,0.0,0.0,0.0,0.0,2.844,2.773,3.0,3.765,3.882,3.882,4.667,5.059
8,12,5,4,2,2,0,0,0,0,31,33,31,12,19,1,0,0,12,0,1,4,7,0,0,3,9,0,0,1,11,0,0,0,5,5,2,0,0,2,1,6,3,2021,MATH,409,1,Samuel Harris,24.242,36.364,15.152,12.121,6.061,6.061,0.0,0.0,0.0,0.0,2.645,2.515,3.0,3.5,3.75,3.917,4.5,4.833
26,30,16,3,0,3,0,0,0,0,75,78,75,28,47,3,0,1,27,0,0,0,28,0,0,3,25,0,0,0,28,0,0,3,6,12,7,0,0,0,3,8,17,2021,MATH,433,1,Samuel Harris,33.333,38.462,20.513,3.846,0.0,3.846,0.0,0.0,0.0,0.0,3.053,2.955,2.964,4.0,3.893,4.0,4.429,5.5
21,15,11,4,0,3,0,0,0,0,51,54,51,22,29,1,0,0,22,0,0,0,22,0,0,5,17,0,0,0,22,1,0,3,4,9,5,0,0,0,4,7,11,2021,MATH,470,1,Samuel Harris,38.889,27.778,20.37,7.407,0.0,5.556,0.0,0.0,0.0,0.0,3.039,2.898,3.0,4.0,3.773,4.0,4.176,5.318
110,114,69,4,5,30,1,0,0,3,302,336,306,279,27,3,4,46,229,12,36,125,106,1,29,118,131,7,40,123,109,12,15,62,118,49,23,16,12,35,77,88,51,2021,STAT,201,1,Samuel J. Currans,32.738,33.929,20.536,1.19,1.488,8.929,0.298,0.0,0.0,0.893,3.06,2.828,2.806,3.165,3.358,3.197,3.691,4.297
78,58,38,3,2,9,1,0,0,0,179,189,180,26,154,12,0,1,25,1,1,3,21,1,0,5,20,0,1,5,20,1,0,7,4,10,4,0,3,3,8,9,3,2021,ECEN,325,1,Samuel M. Palermo,41.27,30.688,20.106,1.587,1.058,4.762,0.529,0.0,0.0,0.0,3.156,3.029,2.962,3.692,3.692,3.731,4.0,4.231
11,19,6,3,2,5,0,0,0,0,41,46,41,8,33,3,0,0,8,0,0,2,6,0,0,1,7,0,0,2,6,0,0,1,1,3,3,0,1,1,3,3,0,2022,ECEN,326,1,Samuel M. Palermo,23.913,41.304,13.043,6.522,4.348,10.87,0.0,0.0,0.0,0.0,2.829,2.576,3.0,3.75,3.875,3.75,4.4,4.0
51,30,0,0,3,4,0,0,0,0,84,88,84,36,48,5,0,8,28,1,1,8,26,0,1,11,24,0,1,4,31,1,0,2,14,18,1,0,0,6,8,11,11,2020,ECEN,620,1,Samuel M. Palermo,57.955,34.091,0.0,0.0,3.409,4.545,0.0,0.0,0.0,0.0,3.5,3.364,2.778,3.639,3.639,3.833,4.371,4.75
10,0,0,0,0,0,0,0,0,0,10,10,10,4,6,1,0,0,4,0,0,0,4,0,0,0,4,0,0,0,4,1,0,0,0,2,1,0,0,0,0,1,3,2022,ECEN,689,1,Samuel M. Palermo,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,4.0,4.0,4.0,3.667,5.75
18,0,0,0,0,0,0,0,0,0,18,18,18,9,9,1,0,1,8,0,0,0,9,0,0,0,9,0,0,0,9,2,0,0,1,6,0,0,0,2,0,3,4,2021,ECEN,720,1,Samuel M. Palermo,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.889,4.0,4.0,4.0,4.0,5.0
66,190,48,11,7,57,0,0,0,1,322,380,323,126,197,4,8,48,70,8,23,42,53,5,17,48,56,17,34,38,37,13,3,12,32,66,0,6,10,16,42,28,24,2020,SOCI,205,1,Samuel R. Cohn,17.368,50.0,12.632,2.895,1.842,15.0,0.0,0.0,0.0,0.263,2.922,2.558,2.492,3.111,3.23,2.754,4.071,4.175
62,15,11,2,3,13,3,0,0,1,93,110,97,23,74,3,3,6,14,1,1,7,14,0,0,9,14,4,5,8,6,2,0,0,7,14,0,0,3,3,3,4,10,2021,SOCI,206,1,Samuel R. Cohn,56.364,13.636,10.0,1.818,2.727,11.818,2.727,0.0,0.0,0.909,3.409,3.052,2.478,3.478,3.609,2.696,4.348,4.652
151,63,21,2,1,29,0,0,0,0,238,267,238,55,183,19,7,25,23,5,13,24,13,1,7,23,24,19,19,12,5,2,0,15,17,12,9,1,7,17,18,6,6,2020,ECEN,248,1,Samuel S. Villareal,56.554,23.596,7.865,0.749,0.375,10.861,0.0,0.0,0.0,0.0,3.517,3.189,2.291,2.818,3.273,2.055,3.804,3.709
104,25,5,0,3,3,0,0,0,12,137,152,150,38,112,4,8,15,15,4,18,11,5,1,9,18,10,17,17,2,2,2,6,16,6,1,7,6,4,10,10,4,4,2020,ECEN,420,1,Samuel S. Villareal,68.421,16.447,3.289,0.0,1.974,1.974,0.0,0.0,0.0,7.895,3.657,3.589,2.184,2.447,2.974,1.711,2.935,3.368
93,110,44,10,14,8,1,0,0,0,271,280,272,155,117,5,3,48,104,8,29,73,45,0,8,62,85,6,27,75,47,3,12,29,71,34,6,10,18,38,56,24,9,2021,ENGR,102,1,Samuel S. Villareal,33.214,39.286,15.714,3.571,5.0,2.857,0.357,0.0,0.0,0.0,2.952,2.882,2.652,3.0,3.497,3.052,3.812,3.6
40,54,24,5,1,4,0,0,0,0,124,128,124,83,41,6,1,13,69,3,10,28,42,1,7,34,41,4,9,27,43,3,5,13,37,20,5,7,0,10,24,27,15,2021,ENGR,216,1,Samuel S. Villareal,31.25,42.188,18.75,3.906,0.781,3.125,0.0,0.0,0.0,0.0,3.024,2.945,2.819,3.313,3.386,3.313,3.846,4.313
42,4,0,0,0,2,0,0,0,0,46,48,46,12,34,1,7,5,0,7,3,2,0,1,5,2,4,11,1,0,0,2,2,5,2,0,1,2,7,2,0,1,0,2021,ENGR,489,1,Samuel S. Villareal,87.5,8.333,0.0,0.0,0.0,4.167,0.0,0.0,0.0,0.0,3.913,3.771,1.417,1.583,2.75,1.083,2.636,2.25
78,57,12,8,3,30,0,0,0,0,158,188,158,59,99,8,15,27,17,12,17,22,8,3,10,19,27,16,22,13,8,4,10,12,17,10,6,5,8,14,14,12,6,2022,CSCE,111,1,Sandeep Kumar,41.489,30.319,6.383,4.255,1.596,15.957,0.0,0.0,0.0,0.0,3.259,2.819,2.034,2.441,3.186,2.22,3.358,3.644
68,28,0,0,0,3,0,0,0,0,96,99,96,34,62,1,0,2,32,1,4,13,16,0,3,11,20,0,1,4,29,0,1,5,11,12,5,4,0,4,4,11,11,2021,STAT,302,1,Sandipan Pramanik,68.687,28.283,0.0,0.0,0.0,3.03,0.0,0.0,0.0,0.0,3.708,3.611,2.941,3.294,3.5,3.824,4.172,4.5
21,39,29,5,2,2,0,0,0,0,96,98,96,32,64,1,0,2,30,1,2,4,25,1,3,9,19,0,1,5,26,2,0,1,12,17,0,1,0,0,3,12,16,2022,COMM,320,1,Sandra Braman,21.429,39.796,29.592,5.102,2.041,2.041,0.0,0.0,0.0,0.0,2.75,2.704,2.938,3.656,3.438,3.781,4.312,5.281
25,21,7,1,2,1,0,0,0,0,56,57,56,18,38,1,0,3,15,1,2,4,11,0,2,4,12,0,2,3,13,0,1,2,7,7,1,0,2,0,4,6,6,2022,COMM,360,1,Sandra Braman,43.86,36.842,12.281,1.754,3.509,1.754,0.0,0.0,0.0,0.0,3.179,3.132,2.833,3.389,3.556,3.611,4.176,4.778
